title	name	meaning	menu_1	menu_2	menu_3	menu_4	menu_5	description	
		ENVO:00002044			Sludge [ENVO:00002044]			The residual semi-solid material left from domestic or industrial processes, or wastewater treatment processes.	
		ENVO:00002057				Primary sludge [ENVO:00002057]		Sludge generated from the initial processes (i.e., precipitation, sedimentation) of wastewater treatment.	
		ENVO:00002058				Secondary sludge [ENVO:00002058]		Activated waste biomass generated during wastewater treatment.	
		GENEPIO:0100891			Wastewater effluent [GENEPIO:0100891]				
		GENEPIO:0100892				Primary wastewater effluent [GENEPIO:0100892]		A wastewater effluent which has been discharged from a primary clarifier after the first stage of sedimentation. 	
		GENEPIO:0100893				Secondary wastewater effluent [GENEPIO:0100893]		A wastewater effluent which has been discharged from a secondary clarifier after the second stage of sedimentation. 	
		GENEPIO:0100890			Wastewater sediment [GENEPIO:0100890]				
		AGRO:00000692		Weep fluid [AGRO:00000692]				A fluid that leaks from a bag containing an animal carcass, and can include water, chemicals and anatomical fluids.	
									
anatomical_material menu	AnatomicalMaterialMenu	UBERON:0000178	Blood [UBERON:0000178]					A fluid that is composed of blood plasma and erythrocytes.	
		UBERON:0006314	Fluid [UBERON:0006314]					Liquid components of living organisms. includes fluids that are excreted or secreted from the body as well as body water that normally is not.	
		UBERON:0001359		Fluid (cerebrospinal (CSF)) [UBERON:0001359]				A clear, colorless, bodily fluid, that occupies the subarachnoid space and the ventricular system around and inside the brain and spinal cord.	
		UBERON:0000173		Fluid (amniotic) [UBERON:0000173]				Amniotic fluid is a bodily fluid consisting of watery liquid surrounding and cushioning a growing fetus within the amnion.	
		UBERON:0001836		Saliva [UBERON:0001836]				A fluid produced in the oral cavity by salivary glands, typically used in predigestion, but also in other functions.	
		UBERON:0000479	Tissue [UBERON:0000479]					Multicellular anatomical structure that consists of many cells of one or a few types, arranged in an extracellular matrix such that their long-range organisation is at least partly a repetition of their short-range organisation.	
									
body_product menu	BodyProductMenu	GENEPIO:0100898	Digestive tract substance [GENEPIO:0100898]					Undigested food material, microbiota, and other materials found in the digestive tract. 	
		GENEPIO:0100899		Caecal content [GENEPIO:0100899]				Undigested food material, microbiota, and other materials found in the cecum 	
		GENEPIO:0100900		Intestinal content [GENEPIO:0100900]				Undigested food material, microbiota, and other materials found in the intestine 	
		GENEPIO:0100901		Stomach content [GENEPIO:0100901]				Undigested food material, microbiota, and other materials found in the stomach 	
		UBERON:0001988	Feces [UBERON:0001988]					Portion of semisolid bodily waste discharged through the anus.	
		GENEPIO:0004512		Fecal composite [GENEPIO:0004512]				A mixture of feces obtained from multiple individuals.	
		GENEPIO:0004513		Feces (fresh) [GENEPIO:0004513]				Feces that was recently excreted.	
		GENEPIO:0004514		Feces (environmental) [GENEPIO:0004514]				Feces which is deposited in the environment.	
		UBERON:0007109		Meconium [UBERON:0007109]				A dark greenish mass that accumulates in the bowel during fetal life and is discharged shortly after birth.	
		UBERON:0001913	Milk [UBERON:0001913]					An emulsion of fat globules within a fluid that is secreted by the mammary gland during lactation.	
		UBERON:0001914		Colostrum [UBERON:0001914]				The thin, yellow, serous fluid secreted by the mammary glands during pregnancy and immediately postpartum before lactation begins. It consists of immunologically active substances, white blood cells, water, protein, fat, and carbohydrates. [ MESH : A12.200.194 http://en.wikipedia.org/wiki/Colostrum ]	
		UBERON:0000912	Mucus [UBERON:0000912]					Mucus is a bodily fluid consisting of a slippery secretion of the lining of the mucous membranes in the body. It is a viscous colloid containing antiseptic enzymes (such as lysozyme) and immunoglobulins. Mucus is produced by goblet cells in the mucous membranes that cover the surfaces of the membranes. It is made up of mucins and inorganic salts suspended in water.	
		UBERON:0001088	Urine [UBERON:0001088]					Excretion that is the output of a kidney.	
									
anatomical_part menu	AnatomicalPartMenu	UBERON:0008979	Carcass [UBERON:0008979]					A body of a multi-cellular organism that is no longer living.	
		UBERON:0001007	Digestive system [UBERON:0001007]					Anatomical system that has as its parts the organs devoted to the ingestion, digestion, and assimilation of food and the discharge of residual wastes. 	
		UBERON:0001153		Caecum [UBERON:0001153]				 pouch in the digestive tract that connects the ileum with the ascending colon of the large intestine. It is separated from the ileum by the ileocecal valve, and is the beginning of the large intestine. It is also separated from the colon by the cecocolic junction.	
		UBERON:0001155		Colon [UBERON:0001155]				A portion of the large intestine before it becomes the rectum. In mammals, the colon is the most part of the large intestine, excluding the vermiform appendix, the rectum and the anal canal.	
		UBERON:0006925		Digestive gland [UBERON:0006925]				Any gland that is part of the digestive system.	
		UBERON:0001041		Foregut [UBERON:0001041]				Anterior subdivision of a digestive tract. 	
		UBERON:0002110		Gall bladder [UBERON:0002110]				An organ that aids digestion and stores bile produced by the liver.	
		UBERON:0004786		Gastrointestinal system mucosa [UBERON:0004786]				A mucosa that is part of a gastrointestinal system. 	
		UBERON:0005052		Gizzard [UBERON:0005052]				The muscular enlargement of the alimentary canal that has usually thick muscular walls and a tough horny lining for grinding the food and when the crop is present follows it and the proventriculus.	
		UBERON:0001046		Hindgut [UBERON:0001046]				The caudalmost subdivision of a digestive tract.	
		UBERON:0000160		Intestine [UBERON:0000160]				Segment of the alimentary canal extending from the stomach to the anus and, in humans and other mammals, consists of two segments, the small intestine and the large intestine. 	
		UBERON:0002108			Small intestine [UBERON:0002108]			Subdivision of digestive tract that connects the stomach to the large intestine and is where much of the digestion and absorption of food takes place (with the exception of ruminants). The mammalian small intestine is long and coiled and can be differentiated histologically into: duodenum, jejunem, ileum.	
		UBERON:0002114				Duodenum [UBERON:0002114]		The first part of the small intestine. At the junction of the stomach and the duodenum the alimentary canal is inflected. The duodenum first goes anteriorly for a short distance, turns dorsally, and eventually caudally, thus it is a U-shaped structure with two horizontal sections (a ventral and a dorsal one).	
		UBERON:0002116				Ileum [UBERON:0002116]		The portion of the small intestine that extends from the jejunum to the colon.	
		UBERON:0002115				Jejunum [UBERON:0002115]		The portion of the small intestine that extends from the duodenum to the ileum. 	
		UBERON:0000945		Stomach [UBERON:0000945]				An expanded region of the vertebrate alimentary tract that serves as a food storage compartment and digestive organ. A stomach is lined, in whole or in part by a glandular epithelium.	
		UBERON:0007358			Abomasum [UBERON:0007358]			The fourth stomach of ruminating animals, which is an elongated pear-shaped sac lying on the floor of the abdomen, on the right-hand side, and roughly between the seventh and twelfth ribs. It leads to the beginning of the small intestine. 	
		UBERON:0007365			Rumen [UBERON:0007365]			The first compartment of the ruminant stomach. It lies on the left side of the body, occupying the whole of the left side of the abdomen and even stretching across the median plane of the body to the right side. It is capacious, divided into an upper and a lower sac, each of which has a blind sac at its posterior extremity.	
			Excretory system (organizational term) 						
		UBERON:0001245		Anus [UBERON:0001245]				Orifice at the opposite end of an animal's digestive tract from the mouth. Its function is to expel feces, unwanted semi-solid matter produced during digestion, which, depending on the type of animal, may be one or more of: matter which the animal cannot digest, such as bones; food material after all the nutrients have been extracted, for example cellulose or lignin; ingested matter which would be toxic if it remained in the digestive tract; and dead or excess gut bacteria and other endosymbionts.	
		UBERON:0011253		Anal gland [UBERON:0011253]				A type of gland occurring as solitary or in pairs or groups, near the anus and sometimes opening into the rectum.	
		UBERON:0000162		Cloaca [UBERON:0000162]				Common chamber into which the intestines and excretory system opens. Arises during development in all vertebrates, but in many it becomes subdivided, lost or incorporated into other structures.	
		UBERON:0002107		Liver [UBERON:0002107]				An exocrine gland which secretes bile and functions in metabolism of protein and carbohydrate and fat, synthesizes substances involved in the clotting of the blood, synthesizes vitamin A, detoxifies poisonous substances, stores glycogen, and breaks down worn-out erythrocytes	
		UBERON:0002113		Kidney [UBERON:0002113]				A paired organ of the urinary tract which has the production of urine as its primary function.	
		UBERON:0001052		Rectum [UBERON:0001052]				The terminal portion of the intestinal tube, terminating with the anus.	
		UBERON:0002106		Spleen [UBERON:0002106]				The organ that functions to filter blood and to store red corpuscles and platelets. 	
		UBERON:0001255		Urinary bladder [UBERON:0001255]				Distensible musculomembranous organ situated in the anterior part of the pelvic cavity in which urine collects before excretion.	
		UBERON:0002387	Foot [UBERON:0002387]					The terminal part of the vertebrate leg upon which an individual stands. 2: An invertebrate organ of locomotion or attachment; especially: a ventral muscular surface or process of a mollusk. 	
		UBERON:0000033		Head [UBERON:0000033]				The head is the anterior-most division of the body.	
		UBERON:0000955		Brain [UBERON:0000955]				The brain is the center of the nervous system in all vertebrate, and most invertebrate, animals. Some primitive animals such as jellyfish and starfish have a decentralized nervous system without a brain, while sponges lack any nervous system at all. In vertebrates, the brain is located in the head, protected by the skull and close to the primary sensory apparatus of vision, hearing, balance, taste, and smell.	
		UBERON:0001690		Ear [UBERON:0001690]				Sense organ in vertebrates that is specialized for the detection of sound, and the maintenance of balance. Includes the outer ear and middle ear, which collect and transmit sound waves; and the inner ear, which contains the organs of balance and (except in fish) hearing. Also includes the pinna, the visible part of the outer ear, present in some mammals.	
