Ontology ID	Subset	Meaning (LinkML)	parent class	label	datatype	source	data status	requirement	min value	max value	capitalize	description	guidance	examples	EXPORT_GISAID	EXPORT_NCBI_BIOSAMPLE	EXPORT_NCBI_SRA	EXPORT_NCBI_Genbank	EXPORT_NCBI_Genbank_source_modifiers
GAZ:00003897	Covid-19		geo_loc_name (country)	Moldova															
GAZ:00003857	Covid-19		geo_loc_name (country)	Monaco															
GAZ:00008744	Covid-19		geo_loc_name (country)	Mongolia															
GAZ:00006898	Covid-19		geo_loc_name (country)	Montenegro															
GAZ:00003988	Covid-19		geo_loc_name (country)	Montserrat															
GAZ:00000565	Covid-19		geo_loc_name (country)	Morocco															
GAZ:00001100	Covid-19		geo_loc_name (country)	Mozambique															
GAZ:00006899	Covid-19		geo_loc_name (country)	Myanmar															
GAZ:00001096	Covid-19		geo_loc_name (country)	Namibia															
GAZ:00006900	Covid-19		geo_loc_name (country)	Nauru															
GAZ:00007119	Covid-19		geo_loc_name (country)	Navassa Island															
GAZ:00004399	Covid-19		geo_loc_name (country)	Nepal															
GAZ:00002946	Covid-19		geo_loc_name (country)	Netherlands															
GAZ:00005206	Covid-19		geo_loc_name (country)	New Caledonia															
GAZ:00000469	Covid-19		geo_loc_name (country)	New Zealand															
GAZ:00002978	Covid-19		geo_loc_name (country)	Nicaragua															
GAZ:00000585	Covid-19		geo_loc_name (country)	Niger															
GAZ:00000912	Covid-19		geo_loc_name (country)	Nigeria															
GAZ:00006902	Covid-19		geo_loc_name (country)	Niue															
GAZ:00005908	Covid-19		geo_loc_name (country)	Norfolk Island															
GAZ:00002801	Covid-19		geo_loc_name (country)	North Korea															
GAZ:00006895	Covid-19		geo_loc_name (country)	North Macedonia															
GAZ:00002284	Covid-19		geo_loc_name (country)	North Sea															
GAZ:00003958	Covid-19		geo_loc_name (country)	Northern Mariana Islands															
GAZ:00002699	Covid-19		geo_loc_name (country)	Norway															
GAZ:00005283	Covid-19		geo_loc_name (country)	Oman															
GAZ:00005246	Covid-19		geo_loc_name (country)	Pakistan															
GAZ:00006905	Covid-19		geo_loc_name (country)	Palau															
GAZ:00002892	Covid-19		geo_loc_name (country)	Panama															
GAZ:00003922	Covid-19		geo_loc_name (country)	Papua New Guinea															
GAZ:00010832	Covid-19		geo_loc_name (country)	Paracel Islands															
GAZ:00002933	Covid-19		geo_loc_name (country)	Paraguay															
GAZ:00002932	Covid-19		geo_loc_name (country)	Peru															
GAZ:00004525	Covid-19		geo_loc_name (country)	Philippines															
GAZ:00005867	Covid-19		geo_loc_name (country)	Pitcairn Islands															
GAZ:00002939	Covid-19		geo_loc_name (country)	Poland															
GAZ:00004126	Covid-19		geo_loc_name (country)	Portugal															
GAZ:00006935	Covid-19		geo_loc_name (country)	Puerto Rico															
GAZ:00005286	Covid-19		geo_loc_name (country)	Qatar															
GAZ:00001088	Covid-19		geo_loc_name (country)	Republic of the Congo															
GAZ:00003945	Covid-19		geo_loc_name (country)	Reunion															
GAZ:00002951	Covid-19		geo_loc_name (country)	Romania															
GAZ:00023304	Covid-19		geo_loc_name (country)	Ross Sea															
GAZ:00002721	Covid-19		geo_loc_name (country)	Russia															
GAZ:00001087	Covid-19		geo_loc_name (country)	Rwanda															
GAZ:00000849	Covid-19		geo_loc_name (country)	Saint Helena															
GAZ:00006906	Covid-19		geo_loc_name (country)	Saint Kitts and Nevis															
GAZ:00006909	Covid-19		geo_loc_name (country)	Saint Lucia															
GAZ:00003942	Covid-19		geo_loc_name (country)	Saint Pierre and Miquelon															
GAZ:00005841	Covid-19		geo_loc_name (country)	Saint Martin															
GAZ:02000565	Covid-19		geo_loc_name (country)	Saint Vincent and the Grenadines															
GAZ:00006910	Covid-19		geo_loc_name (country)	Samoa															
GAZ:00003102	Covid-19		geo_loc_name (country)	San Marino															
GAZ:00006927	Covid-19		geo_loc_name (country)	Sao Tome and Principe															
GAZ:00005279	Covid-19		geo_loc_name (country)	Saudi Arabia															
GAZ:00000913	Covid-19		geo_loc_name (country)	Senegal															
GAZ:00002957	Covid-19		geo_loc_name (country)	Serbia															
GAZ:00006922	Covid-19		geo_loc_name (country)	Seychelles															
GAZ:00000914	Covid-19		geo_loc_name (country)	Sierra Leone															
GAZ:00003923	Covid-19		geo_loc_name (country)	Singapore															
GAZ:00012579	Covid-19		geo_loc_name (country)	Sint Maarten															
GAZ:00002956	Covid-19		geo_loc_name (country)	Slovakia															
GAZ:00002955	Covid-19		geo_loc_name (country)	Slovenia															
GAZ:00005275	Covid-19		geo_loc_name (country)	Solomon Islands															
GAZ:00001104	Covid-19		geo_loc_name (country)	Somalia															
GAZ:00001094	Covid-19		geo_loc_name (country)	South Africa															
GAZ:00003990	Covid-19		geo_loc_name (country)	South Georgia and the South Sandwich Islands															
GAZ:00002802	Covid-19		geo_loc_name (country)	South Korea															
GAZ:00233439	Covid-19		geo_loc_name (country)	South Sudan															
GAZ:00003936	Covid-19		geo_loc_name (country)	Spain															
GAZ:00010831	Covid-19		geo_loc_name (country)	Spratly Islands															
GAZ:00003924	Covid-19		geo_loc_name (country)	Sri Lanka															
GAZ:00002475	Covid-19		geo_loc_name (country)	State of Palestine															
GAZ:00000560	Covid-19		geo_loc_name (country)	Sudan															
GAZ:00002525	Covid-19		geo_loc_name (country)	Suriname															
GAZ:00005396	Covid-19		geo_loc_name (country)	Svalbard															
GAZ:00001099	Covid-19		geo_loc_name (country)	Swaziland															
GAZ:00002729	Covid-19		geo_loc_name (country)	Sweden															
GAZ:00002941	Covid-19		geo_loc_name (country)	Switzerland															
GAZ:00002474	Covid-19		geo_loc_name (country)	Syria															
GAZ:00005341	Covid-19		geo_loc_name (country)	Taiwan															
GAZ:00006912	Covid-19		geo_loc_name (country)	Tajikistan															
GAZ:00001103	Covid-19		geo_loc_name (country)	Tanzania															
GAZ:00003744	Covid-19		geo_loc_name (country)	Thailand															
GAZ:00006913	Covid-19		geo_loc_name (country)	Timor-Leste															
GAZ:00000915	Covid-19		geo_loc_name (country)	Togo															
GAZ:00260188	Covid-19		geo_loc_name (country)	Tokelau															
GAZ:00006916	Covid-19		geo_loc_name (country)	Tonga															
GAZ:00003767	Covid-19		geo_loc_name (country)	Trinidad and Tobago															
GAZ:00005812	Covid-19		geo_loc_name (country)	Tromelin Island															
GAZ:00000562	Covid-19		geo_loc_name (country)	Tunisia															
GAZ:00000558	Covid-19		geo_loc_name (country)	Turkey															
GAZ:00005018	Covid-19		geo_loc_name (country)	Turkmenistan															
GAZ:00003955	Covid-19		geo_loc_name (country)	Turks and Caicos Islands															
GAZ:00009715	Covid-19		geo_loc_name (country)	Tuvalu															
GAZ:00002459	Covid-19		geo_loc_name (country)	United States of America															
GAZ:00001102	Covid-19		geo_loc_name (country)	Uganda															
GAZ:00002724	Covid-19		geo_loc_name (country)	Ukraine															
GAZ:00005282	Covid-19		geo_loc_name (country)	United Arab Emirates															
GAZ:00002637	Covid-19		geo_loc_name (country)	United Kingdom															
GAZ:00002930	Covid-19		geo_loc_name (country)	Uruguay															
GAZ:00004979	Covid-19		geo_loc_name (country)	Uzbekistan															
GAZ:00006918	Covid-19		geo_loc_name (country)	Vanuatu															
GAZ:00002931	Covid-19		geo_loc_name (country)	Venezuela															
GAZ:00003756	Covid-19		geo_loc_name (country)	Viet Nam															
GAZ:00003959	Covid-19		geo_loc_name (country)	Virgin Islands															
GAZ:00007111	Covid-19		geo_loc_name (country)	Wake Island															
GAZ:00007191	Covid-19		geo_loc_name (country)	Wallis and Futuna															
GAZ:00009572	Covid-19		geo_loc_name (country)	West Bank															
GAZ:00000564	Covid-19		geo_loc_name (country)	Western Sahara															
GAZ:00005284	Covid-19		geo_loc_name (country)	Yemen															
GAZ:00001107	Covid-19		geo_loc_name (country)	Zambia															
GAZ:00001106	Covid-19		geo_loc_name (country)	Zimbabwe															
																			
																			
			library_strategy	WGA															
			library_strategy	WGS															
			library_strategy	WXS															
			library_strategy	RNA-Seq															
			library_strategy	miRNA-Seq															
			library_strategy	WCS															
			library_strategy	CLONE															
			library_strategy	POOLCLONE															
			library_strategy	AMPLICON															
			library_strategy	CLONEEND															
			library_strategy	FINISHING															
			library_strategy	ChIP-Seq															
			library_strategy	MNase-Seq															
			library_strategy	DNase-Hypersensitivity															
			library_strategy	Bisulfite-Seq															
			library_strategy	Tn-Seq															
			library_strategy	EST															
			library_strategy	FL-cDNA															
			library_strategy	CTS															
			library_strategy	MRE-Seq															
			library_strategy	MeDIP-Seq															
			library_strategy	MBD-Seq															
			library_strategy	OTHER															
																			
																			
			library_source	GENOMIC															
			library_source	TRANSCRIPTOMIC															
			library_source	METAGENOMIC															
			library_source	METATRANSCRIPTOMIC															
			library_source	SYNTHETIC															
			library_source	VIRAL RNA															
			library_source	OTHER															
																			
																			
			library_selection	RANDOM															
			library_selection	PCR															
			library_selection	RANDOM PCR															
			library_selection	RT-PCR															
			library_selection	HMPR															
			library_selection	MF															
			library_selection	CF-S															
			library_selection	CF-M															
			library_selection	CF-H															
			library_selection	CF-T															
			library_selection	MDA															
			library_selection	MSLL															
			library_selection	cDNA															
			library_selection	ChIP															
			library_selection	MNase															
			library_selection	DNAse															
			library_selection	Hybrid Selection															
			library_selection	Reduced Representation															
			library_selection	Restriction Digest															
			library_selection	5-methylcytidine antibody															
			library_selection	MBD2 protein methyl-CpG binding domain															
			library_selection	CAGE															
			library_selection	RACE															
			library_selection	size fractionation															
			library_selection	Padlock probes capture method															
			library_selection	other															
			library_selection	unspecified															
																			
																			
			library_layout	single															
			library_layout	paired															
																			
																			
			filetype	bam															
			filetype	sra															
			filetype	kar															
			filetype	srf															
			filetype	sff															
			filetype	fastq															
			filetype	tab															
			filetype	454_native															
			filetype	Helicos_native															
			filetype	SOLiD_native															
			filetype	PacBio_HDF5															
			filetype	CompleteGenomics_native															
																			
																			
																			
																			
